,0
263,0.40040964
264,0.5208537
265,0.5365088
266,0.39583325
267,0.6056013
268,0.59405357
269,0.5365088
270,0.4621302
271,0.4335405
272,0.4394631
273,0.5272835
274,0.55323416
275,0.6271131
276,0.36786222
277,0.5480207
278,0.50268185
279,0.47317868
280,0.4680243
281,0.4335405
282,0.55323416
283,0.36786222
284,0.4394631
285,0.7081083
286,0.44340217
287,0.8035096
288,0.5253355
289,0.8918952
290,0.42856222
291,0.7840041
292,0.56253713
293,0.6225942
294,0.73003715
295,0.5904307
296,0.4982597
297,0.6245464
298,0.5033341
299,0.6903152
300,0.7840041
301,0.3632772
302,0.7840041
303,0.5425609
304,0.3632772
305,0.44421265
306,0.26873472
307,0.44421265
308,0.47317868
309,0.22756818
310,0.26961616
311,0.2635441
312,0.33467257
313,0.22468556
314,0.30164236
315,0.3131247
316,0.3150028
317,0.21654245
318,0.22756818
319,0.22756818
320,0.28711483
321,0.32622853
322,0.28711483
323,0.26961616
324,0.311627
325,0.44470486
326,0.5510369
327,0.49459362
328,0.5372578
329,0.36963254
330,0.49459362
331,0.5739472
332,0.48908722
333,0.36963254
334,0.5739472
335,0.48240757
336,0.4518504
337,0.4555763
338,0.53198886
339,0.42135474
340,0.5202306
341,0.46673474
342,0.1750262
343,0.24258827
344,0.26873472
345,0.23046051
346,0.24258827
347,0.24994944
348,0.22317322
349,0.24156299
350,0.68011636
351,0.21516448
352,0.22357668
353,0.1750262
354,0.26873472
355,0.22317322
356,0.18244945
357,0.18244945
358,0.13617145
359,0.1126811
360,0.13294065
361,0.5292955
362,0.10414377
363,0.1698266
364,0.21654245
365,0.15821473
366,0.1698266
367,0.121804945
368,0.13003628
369,0.21654245
370,0.10385326
371,0.10197821
372,0.697386
373,0.79776275
374,0.4329121
375,0.73998296
376,0.32420743
377,0.28487822
378,0.6104648
379,0.542577
380,0.8376977
381,0.6626837
382,0.7081083
383,0.8918952
