,0
285,0.3036436
286,0.32326832
287,0.33706984
288,0.35261893
289,0.30360568
290,0.3728152
291,0.36482024
292,0.2960464
293,0.334633
294,0.3691396
295,0.49134672
296,0.4801833
297,0.5291745
298,0.32917592
299,0.47103092
300,0.53087467
301,0.4275679
302,0.54393
303,0.4896119
304,0.6712177
305,0.5477456
306,0.6041276
307,0.59419847
308,0.61833364
309,0.44937283
310,0.62212974
311,0.55510676
312,0.5756638
313,0.591505
314,0.49598438
315,0.4914081
316,0.4128823
317,0.46156374
318,0.6255099
319,0.5009689
320,0.55513954
321,0.43631685
322,0.29053178
323,0.38800934
324,0.35367143
325,0.362016
326,0.4335907
327,0.35078648
328,0.39265192
329,0.38698852
330,0.40405822
331,0.4356065
332,0.46320617
333,0.31323507
334,0.3917914
335,0.35038176
336,0.38332814
337,0.32915178
338,0.3845847
339,0.40117255
340,0.38039038
341,0.37543875
342,0.3775367
343,0.35703236
344,0.5088994
345,0.55288386
346,0.51127553
347,0.51075596
348,0.52398914
349,0.544011
350,0.44333628
351,0.46443525
352,0.29158324
353,0.4159685
354,0.41393277
355,0.46256816
356,0.4219381
357,0.37722415
358,0.4362188
359,0.5737116
360,0.54383284
361,0.6065261
362,0.5334142
363,0.4498447
364,0.5735909
365,0.5266631
366,0.5539379
367,0.39202735
368,0.45815086
369,0.3789336
370,0.43338206
371,0.44103503
372,0.34006813
373,0.42717466
374,0.43605965
375,0.39295575
376,0.42661312
377,0.39879277
378,0.3346872
379,0.34437966
380,0.3608847
381,0.46747977
382,0.40227395
383,0.4542417
384,0.3744277
385,0.57278144
386,0.55109996
387,0.41746366
388,0.5668518
389,0.40531886
390,0.5662424
391,0.38871542
392,0.558257
393,0.43192646
394,0.568527
395,0.45037094
396,0.46889028
397,0.51797456
398,0.41612056
399,0.5281039
400,0.5355119
401,0.5896966
402,0.607835
403,0.63367677
404,0.59767324
405,0.58547425
406,0.4036564
407,0.38688505
408,0.53178716
409,0.27936244
410,0.3071655
411,0.3476393
412,0.4283687
413,0.4092657
414,0.16533418
415,0.20243238
416,0.22631955
417,0.19023429
418,0.18998344
419,0.18429819
420,0.20703812
421,0.1570653
422,0.18100692
423,0.20088017
424,0.20634842
425,0.19345944
426,0.19127774
427,0.15757799
428,0.22853409
429,0.2519836
430,0.20543683
431,0.46932402
432,0.5426621
433,0.5138072
434,0.5403559
435,0.51718634
436,0.51497245
437,0.43770707
438,0.3574086
439,0.37094697
440,0.41273555
441,0.2632343
442,0.35143045
443,0.40166214
444,0.35998943
445,0.452698
446,0.40412784
447,0.34323844
448,0.26905173
449,0.34524566
450,0.4016784
451,0.4151195
452,0.45642903
453,0.44520912
454,0.32280457
455,0.3307799
456,0.4012815
457,0.47043788
458,0.38290924
459,0.43112582
460,0.4334836
461,0.37488237
462,0.32368827
463,0.37260506
464,0.3824576
465,0.3810706
466,0.41756243
467,0.41581428
468,0.21593305
469,0.44628695
470,0.36914787
471,0.33830118
472,0.27989015
473,0.34085646
474,0.36942306
475,0.44259635
476,0.34157926
477,0.39153656
478,0.22172002
479,0.36802906
480,0.36802906
481,0.31115225
482,0.2723115
483,0.35344446
484,0.40585524
485,0.3244966
486,0.2812154
487,0.39203188
488,0.21312267
489,0.443305
490,0.451833
491,0.4381892
492,0.47201613
493,0.47778875
494,0.46186158
495,0.42331445
496,0.48583555
497,0.50164217
498,0.5313604
499,0.5039068
500,0.36155066
501,0.36130327
502,0.31624222
503,0.3877248
504,0.4003363
505,0.23998936
506,0.347285
507,0.32541704
508,0.29960498
509,0.16484597
510,0.4152375
511,0.42198178
512,0.37840232
513,0.28488818
514,0.3807773
515,0.4755079
516,0.50012624
517,0.4899561
518,0.30197614
519,0.30932307
520,0.31679302
521,0.2203259
522,0.26169932
523,0.31779495
524,0.2820425
525,0.36155367
526,0.4508217
527,0.21476252
528,0.33849406
529,0.38640165
530,0.33736062
531,0.31305903
532,0.4385949
533,0.52165896
534,0.43838754
535,0.4895625
536,0.506132
537,0.4172054
538,0.44924524
539,0.5116909
540,0.33565408
541,0.4554678
542,0.31052572
543,0.3938635
544,0.36868703
545,0.39767647
546,0.23943917
547,0.36433923
548,0.34237492
549,0.39843854
550,0.31798205
551,0.23267722
552,0.3365057
553,0.2920093
554,0.2886471
555,0.25828242
556,0.2686341
557,0.28161687
558,0.26958007
559,0.24637783
560,0.2878125
561,0.2607295
562,0.17830558
563,0.20842834
564,0.23348726
565,0.24368314
566,0.23650712
567,0.22812408
568,0.28750566
569,0.13494794
570,0.12990485
571,0.15667345
572,0.16876374
573,0.15072975
574,0.16431648
575,0.15578872
