,0
344,0.42752448
345,0.39911735
346,0.4053623
347,0.41962662
348,0.4094312
349,0.4008127
350,0.39292777
351,0.38125288
352,0.43857202
353,0.3883136
354,0.38163012
355,0.4009396
356,0.4008748
357,0.4093029
358,0.417647
359,0.44168815
360,0.4036089
361,0.44139466
362,0.42940715
363,0.39521122
364,0.40966633
365,0.4115324
366,0.34611848
367,0.40088195
368,0.44263908
369,0.37462434
370,0.37497172
371,0.38462704
372,0.3853718
373,0.37493873
374,0.3920798
375,0.40169019
376,0.36947072
377,0.41799784
378,0.44516695
379,0.40452367
380,0.44360948
381,0.40995193
382,0.43100956
383,0.43043315
384,0.44283214
385,0.4420524
386,0.4130998
387,0.3962185
388,0.44424394
389,0.4449674
390,0.47269684
391,0.44419777
392,0.41826752
393,0.43360355
394,0.47306174
395,0.4190142
396,0.43104637
397,0.43908006
398,0.46272963
399,0.43946153
400,0.44949713
401,0.4541688
402,0.46137124
403,0.4238188
404,0.43310288
405,0.4094259
406,0.38660237
407,0.40850988
408,0.42172527
409,0.44532406
410,0.4189134
411,0.41835174
412,0.39980042
413,0.4050449
414,0.4777824
415,0.43444365
416,0.4341775
417,0.42264596
418,0.43922076
419,0.39666805
420,0.3762466
421,0.38879886
422,0.4776826
423,0.46627754
424,0.44656876
425,0.45132995
426,0.46541858
427,0.47770366
428,0.42693403
429,0.41804674
430,0.38595682
431,0.3566283
432,0.371466
433,0.3682013
434,0.35562858
435,0.3849698
436,0.33422545
437,0.35115787
438,0.33744642
439,0.3006833
440,0.3452271
441,0.35120365
442,0.28715262
443,0.3390794
444,0.31889933
445,0.52673346
446,0.5129769
447,0.46384692
448,0.4131159
449,0.49744925
450,0.52514625
451,0.4060156
452,0.48126936
453,0.4703589
454,0.447797
455,0.44448456
456,0.48074174
457,0.47205234
458,0.4487067
459,0.45438534
460,0.30023238
461,0.29979068
462,0.32577926
463,0.3229453
464,0.326844
465,0.3053539
466,0.36021212
467,0.34732682
468,0.2949432
469,0.36380315
470,0.35881287
471,0.3445213
472,0.33711648
473,0.48415625
474,0.4771263
475,0.53397876
476,0.46361285
477,0.4996843
478,0.46907964
479,0.43513253
480,0.48694977
481,0.78648084
482,0.7481586
483,0.7568924
484,0.7566512
485,0.76256126
486,0.689436
487,0.82852876
488,0.8681646
489,0.8043364
490,0.867677
491,0.8387247
492,0.8023316
493,0.8284642
494,0.83802253
495,0.81870574
496,0.82804126
497,0.61555815
498,0.6159839
499,0.6262172
500,0.58935905
501,0.60750365
502,0.61418974
503,0.6248433
504,0.64443827
505,0.6020406
506,0.5790152
507,0.5966736
508,0.5985165
509,0.58487886
510,0.5978072
511,0.58449197
512,0.6098621
513,0.74527025
514,0.7885677
515,0.68879265
516,0.74435335
517,0.3696948
518,0.35894546
519,0.3230122
520,0.3478258
521,0.35816714
522,0.340402
523,0.30539098
524,0.33395296
525,0.6464232
526,0.60405445
527,0.6543586
528,0.6444663
529,0.59375924
530,0.69233644
531,0.5620809
532,0.61705613
533,0.62756217
534,0.58124864
535,0.7419556
536,0.70980495
537,0.7150848
538,0.7256862
539,0.7033186
540,0.7236283
541,0.74143326
542,0.72590035
543,0.7522852
544,0.74776876
545,0.70764154
546,0.68988234
547,0.8007511
548,0.73559874
549,0.7476797
550,0.5025906
551,0.31633246
552,0.34499776
553,0.37452424
554,0.28138342
555,0.28146213
556,0.34092277
557,0.39831924
558,0.3260191
559,0.30667737
560,0.29879218
561,0.4651296
562,0.3417666
563,0.32797834
564,0.30576757
565,0.32521138
566,0.38055417
567,0.36525473
568,0.398743
569,0.44678956
570,0.36766237
571,0.429168
572,0.36810696
573,0.38536486
574,0.33416003
575,0.33112517
